1,International Grooving & Grinding Association, The International Grooving & Grinding Association (IGGA) is a non-profit trade association founded in 1972 that represents the industry that performs grooving and grinding of both concrete and asphalt surfaces in addition to Concrete Pavement Restoration (CPR) and Concrete Pavement Preservation (CPP) methods. CPR and CPP methods are a series of engineered techniques developed during the last 40 years to manage the rate of pavement deterioration in concrete streets highways and airports.
1,PopTop Software, PopTop Software was an American video game developer. It was known as the publisher of several strategy games including Railroad Tycoon II (1998) and the Caribbean island simulation Tropico (2001). They are not to be confused with PopCap Games which is a casual game developer.
1,Panzerfaust Records, Panzerfaust Records was a Minnesota-based white power record label founded in September 1998 by Anthony Pierpont Ed Wolbank and Eric Davidson (who had previously worked at Resistance Records). Named after a German anti-tank rocket the record label distributed the music of several white power bands and organized concerts across the United States.
1,Prestige Group, Prestige Estates Projects Ltd. (BSE: 533274 NSE: PRESTIGE) is a property development and the flagship company of Prestige Group in South India. It was founded by Razack Sattar in 1986 and is based in Bangalore Karnataka India. Prestige Group has several national and international awards in 11 various categories.
1,Lotos Kolej, Lotos Kolej sp. z o.o. is a Polish rail company operating as a part of Grupa Lotos JSC. Lotos Kolej is responsible for transporting Lotos Group products and delivering petrol for Rafineria Gdańska.The company precedesor Zakład Transportu Kolejowego Rafinerii Gdańskiej operated since 20 March 2002.Since 2003 the company has the license to transport petrol along all PKP PLK lines and is operating outside the Tricity operating refineries in Czechowice-Dziedzice Jasło and Gorlice.
1,Air Madagascar, Société Nationale Malgache de Transports Aériens Société Anonyme operating as Air Madagascar is an airline based in Antananarivo Madagascar. It is the national airline operating services to Europe Asia and neighbouring African and Indian Ocean island destinations. It also operates an extensive domestic network.
1,Sephora, Sephora is a French brand and chain of cosmetics stores founded in Paris in 1970.
1,Writers Publishing House, The Writers Publishing House (Chinese: 作家出版社; pinyin: Zuòjiā Chūbǎnshè) is a large-scale publishing house in mainland China. It was established in 1953 and was attached to the Chinese Publishing Association (作家出版协会). It publishes mostly contemporary literature and has published several bestselling novels.
1,That's Entertainment (comic shop), That's Entertainment is an Eisner Award-winning comics and collectibles store in Worcester Massachusetts. Michael Warshaw concisely referred to the store in a Worcester Magazine article on 5/5/05 as the pop culture emporium located in the ancient former auto dealership at 244 Park Ave. The store has also been called the purveyors of pop culture in Worcester specializing in the philosophy of the underground...
1,Casemate Publishers, Casemate Publishers also known as Casemate is a Philadelphia-based publishing company that specializes in producing printed military history books. They have published over 150 books on military history. Many of their books are memoirs and historical overviews of specific military events.
1,Frameline Film Festival, Frameline is a nonprofit media arts organization that produces the San Francisco International LGBT Film Festival the oldest ongoing film festival devoted to lesbian gay bisexual and transgender (LGBT) programming currently in existence.
1,Avision, Avision(Chinese: 虹光精密工業股份有限公司) is a Taiwan based company founded in 1991 that designs and produces image scanners and multifunction printers.
1,PIPE Networks, PIPE Networks (also known as PIPE) is an Australian company based in Brisbane Queensland primarily involved in setting up peering exchanges. PIPE itself stands for Public Internet Peering Exchange.
1,Maynilad Water Services, Maynilad Water Services Inc. also known as Maynilad is a water and waste water services provider of cities and municipalities of the National Capital Region that forms the West Zone and some parts of Cavite. It is one of the two concessionaires that provide water to Metro Manila in the Philippines the other one is Manila Water which serves the East Zone.
1,Miller Thomson, Miller Thomson LLP is a full-service national law firm established in Toronto Canada in 1957.The firm provides legal advice to Canadian clients and through a network of affiliates serves an international client base. Offices are located in Toronto Vancouver Calgary Edmonton Saskatoon Regina London Kitchener-Waterloo Guelph Markham and Montréal.With more than 470 Lawyers Miller Thomson is currently Canada’s ninth largest law firm.
1,Oaksterdam University, Oaksterdam University is a non-accredited for-profit educational facility and political institution founded in November 2007 by medical marijuana activist Richard Lee to offer training for the cannabis industry with a mission to legitimize the business and work to change the law to make cannabis legal. Its main campus is located in the Oaksterdam area of Downtown Oakland California.
1,HMS Holdings, HMS Holdings Corp. (NASDAQ:HMSY) was set up in 1974 and now is based in New York New York. The company markets on cost containment services to healthcare payers and sponsors including co-ordination of benefits services and program integrity services. Both services aim at making the healthcare claims paid correctly.
1,Infinity Recordings, Infinity Recordings is a primarily a UK hardcore label distributed from the UK. Originally owned by the UK chart artist DJ Breeze (of Styles & Breeze) it has been taken over since 2004 by DJ Silver of HappyHardcore.com and MasterWax Records.The label is operated in Tokyo Japan by DJ Silver and has UK support by producer / DJ In-effect.
1,University of Michigan Credit Union, University of Michigan Credit Union or UMCU-- headquartered in Ann Arbor Michigan has a member size of 57476 and assets of over $516.4 million as of September 2013. UMCU is a non-profit financial cooperative which is owned and operated by its members. UMCU is committed to providing a variety of products and services such as loans checking and savings accounts investments financial seminars and budget counseling.
1,Kale Kilit, Kale Kilit ve Kalıp Sanayi A.Ş. is a foundation of Kale Endüstri Holding.
1,DTZ, DTZ is a global company in the integrated property services industry. The business provides occupiers and investors around the world with end-to-end property solutions consisting of leasing agency and brokerage integrated property and facilities management capital markets investment and asset management valuation building consultancy and project management.
1,Semtech Solutions, SEMTech Solutions is a supplier of used scanning electron microscopes (SEMs). Founded in 2000 the company sells microscopes in the United States and abroad as well as sells SEM accessories and FE-SEM / EDS analytical services. They also are a North American sales and service representation company that offers scientific instrumentation based on electron beam technologies. Their partners include Physical Electronics Elionix and Interface.
1,Cummins Allison, Cummins Allison Corp. is a company which creates currency handling and coin handling systems including currency and coin counting machines. Its products are primarily used by banks and casinos for counting and sorting money. Cummins Allison was created in 1887 in Mount Prospect IL. It is the only U.S. owned and operated manufacturer of coin and currency handling solutions but also has additional offices in North America France Germany Ireland and the UK.
1,Fremont Assembly, Fremont Assembly was a General Motors automobile factory in Fremont California. It was the new site for production in the San Francisco area in 1962 with production moved from the older Oakland Assembly. Production continued through March 1st of 1982 when the plant was closed. Partially demolished (south end and water tower) the remaining plant was refurbished as the NUMMI joint-venture with Toyota and later became the Tesla Factory Tesla Motors' automobile plant.
1,Bradespar, Bradespar is a Brazilian holding company headquartered in São Paulo. The company was formed in 2000 by Banco Bradesco in order to allow the bank to spin off some of its industrial investments.In 2005 the company began to hold large holdings in mining company Vale and Utility company CPFL which is one of the largest companies in the Brazilian electric sector. Bradespar's stock is traded in São Paulo and Madrid stock exchanges and it is part of the São Paulo's Ibovespa index.
1,Chong Hing Bank, Chong Hing Bank (Chinese: 創興銀行;SEHK: 1111) is a bank founded in Hong Kong in 1948.On November 29 2006 the shareholders of the Liu Chong Hing Bank agreed to change the name of the bank to Chong Hing Bank Limited effective December 23 2006 in order to decrease the family business image of the bank.
1,Washington State Employees Credit Union, Washington State Employees Credit Union (WSECU) is a not-for-profit financial cooperative that is regulated by the National Credit Union Administration (NCUA) a federal agency. The second largest credit union in Washington state WSECU is overseen by a nine-member volunteer board of directors. These directors are WSECU members who are elected by fellow members.Membership is open to public employees school district personnel and their family members.
1,Papercutz (publisher), Papercutz Graphic Novels is an American publisher of family-friendly comic books and graphic novels mostly based on licensed properties such as Nancy Drew the Hardy Boys and Lego Ninjago. Papercutz has also published new volumes of the Golden Age-era comics series Classics Illustrated and Tales from the Crypt. In recent years they have begun publishing English translations of European (mostly French) all-ages comics including The Smurfs.
1,New England Biolabs, New England Biolabs (NEB) produces and supplies recombinant and native enzyme reagents for the life science research. NEB offers 230 recombinant and 30 native restriction enzymes for genomic research as well as nicking enzymes and DNA methylases. It offers products in the areas related to proteomics DNA Sequencing and drug discovery. NEB scientists conduct basic research in Molecular Biology and Parasitology and publish extensively.
1,Other World Computing, Other World Computing (OWC) is a US-based computer hardware company that was founded in 1988.
1,Regionstog, Regionstog A/S is a Danish railway company that took over the operation of the three private lines in Region Zealand West Zealand Local Lanes Østbanen and Lollandsbanen. It was established in 2009 when Vestsjællands Lokalbaner A/S Østbanen and Lollandsbanen A/S where merged. Regionstog has administrative offices in Maribo and Holbæk. Lollandsbanen (Nakskov-Nykøbing F.) which is 50.2 km long was opened in 1874 and transports approx. 875000 passengers.
1,Greenwich Pizza, Greenwich Pizza is a top pizza and pasta chain in the Philippines. Greenwich started as an over-the-counter pizza store in the Greenhills Shopping Center in Metro Manila in 1971.In 1994 Jollibee Foods Corporation obtained a deal acquiring 80% of Greenwich shareholding. Then in 2006 Jollibee Foods Corp. bought out the remaining shares of its partners in Greenwich Pizza Corp. equivalent to a 20% stake for P384 million in cash.
1,Next Gen Publishing, Next Gen Publishing is an Indian publishing company. It was created in 2005 by its parent companies Forbes Group a subsidiary of Shapoorji Pallonji Group and HDFC Bank. Hoshang Billimoria was CEO of the newly created company.
1,KinoPark Multiplex Cinemas, The KinoPark Multiplex Cinemas is a largest chain of movie theaters in Kazakhstan and the Central Asia.
1,British Airways, British Airways (BA) is the flag carrier airline of the United Kingdom and its largest airline based on fleet size international flights and international destinations. When measured by passengers carried it is second-largest behind easyJet.
1,Kennis Music, Kennis Music is a record label specializing in R&B pop and hip-hop music founded by popular Nigerian radio DJ Kenny Ogungbe in the late 1990s. The company's slogan is Africa's No 1 Record Label. The current CEOs are Kehinde Keke Ogungbe and Dayo D1 Adeneye.
1,Amazingports, AmazingPorts is a Linux-based firewall customised for use as a firewall captive portal and billing system (Hotspots). The project started in 2001 with the purpose of creating a scalable solution for commercial and free networks.
1,Sound Devices, Sound Devices is an American corporation located in Reedsburg Wisconsin that makes professional audio and video equipment. The company was founded in 1998 by Matt Anderson Jon Tatooles and Jim Koomar who previously worked for Shure. The company specialises in portable equipment for sound and video recording. Their products have won industry awards and have been used for many well-known films and television programs.
